Name,summary,Wikipedia Page
ABC Color,"ABC Color is a major Paraguayan newspaper with offices in the city of Asunción.
The editorial that publishes the newspaper (Azeta) was founded August 8, 1967 by Aldo Zuccolillo. It is one of the most widely read daily newspapers in Paraguay. In its formative years, ABC Color supported Stroessner's autocratic regime. During the founding event of the newspaper, Zuccolillo declared this is ""a great newspaper serving a great government"".
However, in the late 1970s and during the 1980s, ABC Color took a more critical position, which caused the forced suspension of the newspaper from 1984 until the end of Stroessner's dictatorship, in 1989.",https://en.wikipedia.org/wiki/ABC_Color
Pamela Constable,"Pamela Constable is an American reporter and editor at The Washington Post. She has specialized in coverage of Afghanistan and Pakistan.
Constable attended Brown University. Her first paid job in journalism began in 1974 at The Capital in Annapolis, Maryland. In the 1980s she was a correspondent for The Baltimore Sun and then The Boston Globe, covering Latin American affairs.Constable was The Washington Post's bureau chief in Afghanistan and Pakistan in 2019 and previously served as the Post's South Asia bureau chief between 1999 and 2005.She is the author of two books about South Asia and the U.S. intervention there, Fragments of Grace: My Search for Meaning in the Strife of South Asia (2004) and Playing with Fire: Pakistan at War with Itself (2011), as well as the 1991 political history A Nation of Enemies: Chile Under Pinochet with Arturo Valenzuela.

",https://en.wikipedia.org/wiki/Pamela_Constable
"Jorge Silva (footballer, born 1975)","Luís Jorge Pinto da Silva (born 4 December 1975) is a Portuguese former professional footballer who played mainly as a defensive midfielder.
He amassed Primeira Liga totals of 127 matches and one goal over nine seasons, mainly in representation of Boavista for whom he also appeared at other levels.","https://en.wikipedia.org/wiki/Jorge_Silva_(footballer,_born_1975)"
Malik Maaza,"Malik Maaza (born 1963), also written as Mâaza, is an African physicist and UNESCO Chair in Nanosciences and Nanotechnology. He has made significant contributions to the field of physics, particularly in nanosciences and nanotechnology. Maaza has received several prestigious awards, including the Order of Mapungubwe and the Spirit of Abdus Salam Award, and recognition from the World Cultural Council for his contributions to education and research in physics.

",https://en.wikipedia.org/wiki/Malik_Maaza
José Hamilton Ribeiro,"José Hamilton Ribeiro is a Brazilian journalist and author. He has worked as a reporter and editor for the magazines Realidade and Quatro Rodas, the newspaper Folha de S. Paulo, and the programs Globo Repórter, Fantástico, and Globo Rural, and is the author of fifteen books. In December 2012, a study by the news bulletin Jornalistas & Cia concluded that Ribeiro, as measured by the number and importance of prizes won, is the most decorated journalist in Brazilian history.",https://en.wikipedia.org/wiki/Jos%C3%A9_Hamilton_Ribeiro
Merval Pereira,"Merval Pereira is a Brazilian journalist, political columnist and commentator for O Globo, CBN News and Globo News cable television.",https://en.wikipedia.org/wiki/Merval_Pereira
Norman Gall,"Norman Gall (born September 17, 1933) is an American reporter and commentator on Latin American affairs.  He has contributed to such periodicals as Forbes, The Economist, and The Wall Street Journal, and since 1987 has been the executive director of the Fernand Braudel Institute of World Economics, based in São Paulo, Brazil.

",https://en.wikipedia.org/wiki/Norman_Gall
Joaquim Ibarz,"Joaquim Ibarz Melet (25 May 1943 – 12 March 2011) was a Spanish journalist who for 28 years was a Latin America correspondent for the Barcelona newspaper La Vanguardia.  He was widely recognized by his journalistic colleagues and others as an expert on Latin American affairs and as an authoritative and witty commentator upon them.  El País correspondent Juan Jesús Aznárez described Ibarz as ""the journalist who knows the most about Latin America.""Also described as ""a defender of democracy and a staunch critic of the populist and authoritarian regimes in Latin America,"" Ibarz was present at the 1992 Fujimori coup in Peru, the 1994 Zapatista uprising in Chiapas, and other major events in modern Latin American history.  In 1991, owing to his coverage of the regime of Fidel Castro, he became the first Spaniard to be expelled from Cuba.  He later recalled that after the fall of the Soviet Union, Cubans ""were so desperate that they were eating the island's cats,"" and said that no story he had ever written had ""raised such a ruckus"" as the 1992 article in which he ""confirmed the sad fate of Cuban cats"" by asking 300 or so Cubans if they had eaten cat. ""About a third said yes.""  In addition to being expelled from Cuba, he was accused by Hugo Chávez of being ""responsible for the political agitations against the Bolivarian caudillo.""

",https://en.wikipedia.org/wiki/Joaquim_Ibarz
Juan Forero,"Juan Forero is the South America bureau chief for The Wall Street Journal. He was previously The Washington Post's correspondent for Colombia and Venezuela and The New York Times' Bogotá bureau chief.

",https://en.wikipedia.org/wiki/Juan_Forero
Teodoro Petkoff,"Teodoro Petkoff Malec (Spanish pronunciation: [teoˈðoɾo peðˈkof maˈlek]; 3 January 1932 – 31 October 2018) was a Venezuelan politician, economist and journalist. One of Venezuela's most prominent politicians on the left, Petkoff began as a communist but founded the democratic socialist Movement Toward Socialism party after the 1968 Warsaw Pact invasion of Czechoslovakia. Petkoff was elected as senator and ran for the presidency twice in the 1980s, being defeated both times. As Minister of Planning, he oversaw President Rafael Caldera's adoption of liberalization economic policies in the mid-1990s. He was a prominent critic of President Hugo Chávez and was a candidate to run against him in the 2006 presidential election until he dropped out four months before the vote to support Manuel Rosales. Petkoff launched the newspaper Tal Cual in 2000 and remained its editor until his death in 2018.",https://en.wikipedia.org/wiki/Teodoro_Petkoff
Jean-Pierre Cassel,"Jean-Pierre Cassel (born Jean-Pierre Crochon; 27 October 1932 – 19 April 2007) was a French actor and dancer. A popular star of French cinema, he was initially known for his comedy film appearances, though he also proved a gifted dramatic actor, and accrued over 200 film and television credits in a career spanning over 50 years.He worked with many notable directors, including Luis Buñuel, Abel Gance, Jean Renoir, Claude Chabrol, Sidney Lumet, Joseph Losey, Chantal Akerman and Robert Altman. He was nominated for a César Award for Best Supporting Actor for his performance in La Cérémonie (1995).
Cassel was also the father of actor Vincent Cassel, actress/singer Cécile Cassel, and rapper Mathias Cassel.",https://en.wikipedia.org/wiki/Jean-Pierre_Cassel
Mónica González (journalist),"Mónica González Mujica (born 24 October 1949) is a Chilean writer and journalist. She won the Maria Moors Cabot Prize in 2002, the Dan David Prize in 2006 and UNESCO/Guillermo Cano World Press Freedom Prize 2010. From 2005-2006 she was editor of Diario Siete, a daily paper in Santiago de Chile which ran for a year.
It is from Mónica Gonzales writing in her book on the military coup La Conjura. Los mil y un días del golpe that we have the account of the 1973 putchist General Arellano claiming that he confronted Pinochet with the stark choice of supporting the coup or assuming the risk of civil war.
In the 2013 film Viva Chile Mierda, González was interviewed by film-maker Adrian Goycoolea about her experience during the Chilean coup and her interviews with Andres Valenzuela, a guard who revealed the use of torture by the regime.",https://en.wikipedia.org/wiki/M%C3%B3nica_Gonz%C3%A1lez_(journalist)
Jon Lee Anderson,"Jon Lee Anderson (born January 15, 1957) is an American biographer, author, investigative reporter, war correspondent, and staff writer for The New Yorker, reporting from war zones such as Afghanistan, Iraq, Uganda, Palestine, El Salvador, Ireland, Lebanon, Iran, and throughout the Middle East as well as during Hurricane Katrina rescue efforts with K38 Water Safety as documented in the New Yorker article Leaving Desire. Anderson has also written for The New York Times, Harper's, Life, and The Nation. Anderson has profiled political leaders such as Hugo Chávez, Fidel Castro, Che Guevara, and Augusto Pinochet.",https://en.wikipedia.org/wiki/Jon_Lee_Anderson
Juan Manuel Santos,"Juan Manuel Santos Calderón  (Spanish: [ˈxwan maˈnwel ˈsantos kaldeˈɾon]; born 10 August 1951) is a Colombian politician who was the President of Colombia from 2010 to 2018. He was the sole recipient of the 2016 Nobel Peace Prize.
An economist by training and a journalist by trade, Santos is a member of the wealthy and influential Santos family, who from 1913 to 2007 were the majority shareholders of El Tiempo, Colombia's newspaper of record.
In 1991, Santos was appointed by President César Gaviria Trujillo as Colombia's first Minister of Foreign Trade. In 2000, he was appointed by President Andrés Pastrana Arango as the 64th Minister of Finance and Public Credit.Santos rose to prominence during the administration of President Álvaro Uribe Vélez, who was elected in 2002. In 2005, Santos co-founded and led the Social Party of National Unity (Party of the U), a liberal-conservative party coalition that backed the policies of President Uribe, successfully supporting his attempt to seek a constitutional reform to be able to run for a second term. In 2006, after Uribe's re-election, when the Party of the U won a majority of seats in the two chambers of Congress, Santos was appointed as Minister of National Defence, and continued defending the security policies of President Uribe, taking a strong and forceful stance against FARC and the other guerrilla groups operating in Colombia. His time at the Ministry of Defense was tarnished by the ""False positives"" scandal, the executions of thousands of civilians that the army passed off as guerrillas killed in combat.
In 2010, Santos won the presidential election as the protégé of Uribe. Some months later, Uribe became his strongest opponent, and also founded three years later the opposition party Democratic Center. This rivalry determined both Santos' unpopularity and his near-missed defeat during the 2014 Colombian presidential election against  Uribe's protégé Óscar Iván Zuluaga.On 7 October 2016, Santos was announced as recipient of the Nobel Peace Prize for his efforts negotiating a peace treaty with the FARC-guerrilla in the country, despite his defeat in the referendum held over the deal, where the ""No"" campaign led by Uribe's Democratic Center won narrowly. The Colombian government and the FARC signed a revised peace deal on 24 November and sent it to Congress for ratification instead of conducting a second referendum. Both houses of Congress ratified the revised peace accord on 29–30 November 2016, marking an end to the conflict. The treaty brought deep divisions and polarization in the country, which questions its legitimacy. Santos has been named as one of Time's 100 most influential people. Santos left office with one of the lowest levels of popular approval ever, and his successor was Uribe's new protégé, Iván Duque, a moderate critic of Santos' peace treaty with the FARC guerillas.",https://en.wikipedia.org/wiki/Juan_Manuel_Santos
Luis Gabriel Cano,"Luis Gabriel Cano Isaza (1924-2010) was the President and publisher of El Espectador who won the Golden Pen of Freedom Award in 1990 for his writings on the cocaine traffic. His brother Guillermo, who had also worked on the paper, had been assassinated by drug gangs. He had also won the Maria Moors Cabot prize in 1969.

",https://en.wikipedia.org/wiki/Luis_Gabriel_Cano
Bernard Diederich,"Bernard Diederich (18 July 1926 – 14 January 2020) was a New Zealand-born author, journalist, and historian.
Diederich was born into an Irish-German family in Christchurch, where his father was a barman at the Empire Hotel. The family moved to rural Mākara, near Wellington, when he was 2, and he lived there until he was 16. In 2002 he wrote The Ghosts of Makara: Growing Up Down-Under in a Lost World of Yesteryears about his childhood. He attended Makara Primary School, then Marist Brothers' School in Thorndon and  St Patrick's College for two years in the early 1940s, playing in the 1st XV rugby team and representing the school in boxing.Diederich left school aged 16 to become a shipping clerk to prepare to join the crew of the barque Pamir, which left for San Francisco in early 1943. He was one of 12 boys in a crew of 40. He contributed to the ship's newsletter the Pamir Press.Diederich studied in England in the early postwar years after having participated in World War II in the Pacific. In 1949, Diederich started a sailing trip with two friends that brought him to Haiti, a country that since stayed close to his heart.  He stayed and settled down, while his partners continued their trip. In Port-au-Prince, he founded and edited the Haiti Sun, a weekly English newspaper about Haitian events. As a journalist he also became a freelance correspondent for the Associated Press, The New York Times, and  The Daily Telegraph and others. In 1961 he covered the assassination of Rafael Trujillo in the neighboring Dominican Republic. Two years later, after having displeased Haiti's dictator François ""Papa Doc"" Duvalier, he was briefly imprisoned and expelled. In the Dominican Republic he established himself as a staff correspondent for Time-Life News. In 1966 Diederich moved to Mexico working for Time magazine covering Caribbean affairs. In 1981 the office was moved to Miami, and he worked there until his retirement in 1989. The author continued to publish after retirement with the focus on the political and historical developments in the Caribbean, notably in Haiti.In 1954 Diederich met Graham Greene and the two became friends; later, as a result of their travel along the Haitian border Diederich wrote The Seeds of Fiction: Graham Greene's Adventures in Haiti and Central America 1954–1983, while Greene published The Comedians.Diederich published a detailed account of Trujillo's assassination in Trujillo: Death of the Goat in 1978.  After Mario Vargas Llosa published The Feast of the Goat, a fictionalized novel about Trujillo's death, in 2000, Diederich accused Vargas Llosa of plagiarism.He died at his home in Frères, Port-au-Prince, on 14 January 2020, aged 93.

",https://en.wikipedia.org/wiki/Bernard_Diederich
Boris Muñoz,"Boris Muñoz (21 May 1969 in Caracas), is a Venezuelan journalist and author of several books, including ""La ley de la calle, testimonios de jóvenes protagonistas de la violencia en Caracas"" (Fundarte 1995), ""Más allá de la ciudad letrada, Crónicas y espacios urbanos"" (University of Pittsburgh Press) and ""Despachos del imperio"" (Random House 2007). Muñoz was Editor-in-chief of ""Exceso"" magazine. He contributes regularly to magazines and web supported media in Latin America.
Boris Muñoz is a fellow at the Nieman Foundation for Journalism at Harvard. He is a Ph.D in Hispanic American Literature from Rutgers University. Author of several books, including ""La ley de la calle, testimonios de jóvenes protagonistas de la violencia en Caracas"" (Fundarte, 1995) and ""Despachos del imperio"" (2008). He co-edited with Silvia Spitta ""Más allá de la ciudad letrada, Crónicas y espacios urbanos"" (University of Pittsburgh Press, 2003). In 2000 he received the Fellowship of the Humanities Institute at Dartmouth CollegeΩ and the First Accésit of the Premio Internacional de Periodismo Fernando Lázaro Carreter in Madrid.
He was and Editor-in-Chief of Nueva Sociedad and Editorial Director of ""Exceso"" magazine, and contributes regularly to ""Gatopardo"" magazine, and Prodavinci.com.",https://en.wikipedia.org/wiki/Boris_Mu%C3%B1oz
Douglas Farah,"Douglas Farah is an American journalist, author and national security consultant. Farah served as United Press International bureau chief in El Salvador from 1985 to 1987, and a freelance journalist for The Washington Post, Newsweek, and other publications until being hired as a staff correspondent for The Washington Post in 1992. While working for the Post, Farah served as bureau chief of Central American and the Caribbean until 1997, international investigative reporter between 1998 and 2000, and of West Africa between 2000 and 2003. He left the Post in 2004, and has since authored two books and served as a contributor to peer reviewed publications such as the Journal of International Affairs and analysis pieces for Foreign Policy and the Center for Strategic and International Studies (CSIS).",https://en.wikipedia.org/wiki/Douglas_Farah
Daniel Matamala,"Daniel Ignacio Matamala Thomsen (born 24 March 1978) is a Chilean journalist known for his current work in CNN Chile alongside Mónica Rincón.
From 2000 to 2011, Matamala worked on Canal 13, where he became known as the newsreader and the presenter of political and current affairs programs. He is currently the anchor face of CNN Chile and Chilevisión, where he hosts Primera Edición, Chilevisión Noticias, CNN Prime and Ciudadanos.",https://en.wikipedia.org/wiki/Daniel_Matamala
El Espectador,"El Espectador (""The Spectator"") is a newspaper of national circulation within Colombia, founded by Fidel Cano Gutiérrez on March 22, 1887, in Medellín and published since 1915 in Bogotá. It transition from a daily to a weekly edition in 2001, following a financial crisis, and again with a daily released since May 11, 2008, a comeback which had been long rumoured, in tabloid format (28 x 39.5 cm). From 1997 to 2011 its main shareholder was Julio Mario Santo Domingo.It is the oldest newspaper in Colombia. Since its first issue its motto has been ""El Espectador will work for the good of the country with liberal criteria and for the good of the liberal principles with patriotic criteria"". It was initially published twice a week, 500 issues each. It defined itself as a ""political, literary, news and industrial newspaper"". Years later it became a daily and in 2001 became a weekly. Since then, the paper uses the slogan ""El Espectador. Opinion is news"", implying it now focuses in opinion articles, not in breaking news. This focus was kept when it regained its daily format on 11 May 2008.According to the latest Estudio General de Medios (EGM – Segunda Ola 2007 (II-2007)), El Espectador has 687,900 readers every week. It is a member of the Inter American Press Association and the Asociación de Diarios Colombianos (ANDIARIOS).",https://en.wikipedia.org/wiki/El_Espectador
Spicy Chile,"Spicy Chile (Spanish:Chile picante) is a 1983 Mexican comedy film directed by René Cardona Jr. and starring Andrés García, Angélica Chain and Alberto Rojas.",https://en.wikipedia.org/wiki/Spicy_Chile
I. Roberto Eisenmann Jr.,"Ithiel Roberto Eisenmann Field Jr. is a Panamanian journalist known for founding and heading La Prensa, a leading daily newspaper described as Panama's newspaper of record.

",https://en.wikipedia.org/wiki/I._Roberto_Eisenmann_Jr.
List of Argentines,Argentines who are notable include:,https://en.wikipedia.org/wiki/List_of_Argentines
Rodrigo Pardo García-Peña,"Rodrigo Pardo García-Peña (15 November 1958 – 19 February 2024) was a Colombian journalist, academic and diplomat. He was deputy director of El Tiempo, director of El Espectador, of the defunct magazine Cambio. He was Minister of Foreign Affairs and ambassador of Colombia to Venezuela and France. He was the grandson of Roberto García-Peña, cousin of Roberto Posada García-Peña and Daniel García-Peña.",https://en.wikipedia.org/wiki/Rodrigo_Pardo_Garc%C3%ADa-Pe%C3%B1a
José Rubén Zamora,"José Rubén Zamora Marroquín (born August 19, 1956) is an industrial engineer, entrepreneur, and the founder of three Guatemalan newspapers: Siglo Veintiuno (""21st Century"") in 1990, El Periódico (""The Newspaper"") in 1996, and Nuestro Diario (""Our Daily"") in 1998. He has been threatened and attacked on several occasions for his work, including being held hostage in his home in 2003 and being kidnapped and beaten in 2008.
Zamora has received numerous international prizes and distinctions. He was awarded the Maria Moors Cabot Prize from Columbia University in 1994, an International Press Freedom Award from the Committee to Protect Journalists in 1994, was named as one of 50 World Press Freedom Heroes of the 20th century by the International Press Institute in 2000, and the John S. and James L. Knight Foundation awarded him its International Journalism Award in 2003.
On July 29, 2022, Zamora was arrested on charges of money laundering that are widely seen as a retaliation against his coverage of corruption in the Guatemalan government. In 2023, he was sentenced to 6 years in prison.",https://en.wikipedia.org/wiki/Jos%C3%A9_Rub%C3%A9n_Zamora
Manuel de Dios Unanue,"Manuel de Dios Unanue (4 January 1943 – 11 March 1992) was a Cuban-born U.S. journalist, radio show host, anti-drug crusading editor of magazines Cambio XXI and Crimen, and editor-in-chief of El Diario La Prensa, New York City's largest Spanish-language daily newspaper.He was murdered in Elmhurst, Queens, New York, on 11 March 1992, by alleged hitman Alejandro Wilson Mejia-Velez. His murder marked the first time a journalist on United States soil had been killed by Colombian drug traffickers.

",https://en.wikipedia.org/wiki/Manuel_de_Dios_Unanue
Mauri König,"Mauri König is a Brazilian journalist who has won several international prizes for his work on human rights abuses. He holds a master's degree in ""literary reportage"".

",https://en.wikipedia.org/wiki/Mauri_K%C3%B6nig
William Buzenberg,"William ""Bill"" Buzenberg is a journalist and news executive. He is the former executive director of the Center for Public Integrity, a post from which he stepped down at the end of 2014.

",https://en.wikipedia.org/wiki/William_Buzenberg
Argentina,"Argentina, officially the Argentine Republic,  is a country in the southern half of South America. Argentina covers an area of 2,780,400 km2 (1,073,500 sq mi), making it the second-largest country in South America after Brazil, the fourth-largest country in the Americas, and the eighth-largest country in the world. It shares the bulk of the Southern Cone with Chile to the west, and is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south. Argentina is a federal state subdivided into twenty-three provinces, and one autonomous city, which is the federal capital and largest city of the nation, Buenos Aires. The provinces and the capital have their own constitutions, but exist under a federal system. Argentina claims sovereignty over the Falkland Islands, South Georgia and the South Sandwich Islands, the Southern Patagonian Ice Field, and a part of Antarctica.
The earliest recorded human presence in modern-day Argentina dates back to the Paleolithic period. The Inca Empire expanded to the northwest of the country in Pre-Columbian times. The country has its roots in Spanish colonization of the region during the 16th century. Argentina rose as the successor state of the Viceroyalty of the Río de la Plata, a Spanish overseas viceroyalty founded in 1776. The declaration and fight for independence (1810–1818) was followed by an extended civil war that lasted until 1861, culminating in the country's reorganization as a federation. The country thereafter enjoyed relative peace and stability, with several waves of European immigration, mainly Italians and Spaniards, influencing its culture and demography.Following the death of President Juan Perón in 1974, his widow and vice president, Isabel Perón, ascended to the presidency, before being overthrown in 1976. The following military junta, which was supported by the United States, persecuted and murdered thousands of political critics, activists, and leftists in the Dirty War, a period of state terrorism and civil unrest that lasted until the election of Raúl Alfonsín as president in 1983.
Argentina is a regional power, and retains its historic status as a middle power in international affairs. A major non-NATO ally of the United States, Argentina is a developing country with the second-highest HDI (human development index) in Latin America after Chile. It maintains the second-largest economy in South America, and is a member of G-15 and G20. Argentina is also a founding member of the United Nations, World Bank, World Trade Organization, Mercosur, Community of Latin American and Caribbean States and the Organization of Ibero-American States.",https://en.wikipedia.org/wiki/Argentina
José Vales,"José Vales (born March 26, 1962, in Buenos Aires) is an Argentinian journalist and writer.He was born in 1962, in General San Martín, province of Buenos Aires. He was a correspondent in South America and Europe for several Latin American media. His coverage and investigations earned him distinguished international awards, such as the María Moors Cabot Award in 2007, given by Columbia University, and the Ortega y Gasset Award in Spain, in 2001.In 2002 he received a special mention for his work on human rights from the ICIJ (International Consortium Investigative Journalistes).
In 2012 he was awarded by the Latin American Studies Association (LASA) for his contribution and public debate in Latin America.",https://en.wikipedia.org/wiki/Jos%C3%A9_Vales
James B. McClatchy,"James Briggs McClatchy (17 December 1920 – 26 May 2006) was an American journalist and publisher. He was a journalist at McClatchy Company newspapers, including The Fresno Bee and The Sacramento Bee. He was publisher of The McClatchy Company from 1987 to 2005, having been chairman since 1980.McClatchy was born in Sacramento, California, and grew up in Fresno. He was the son of Carlos K. McLatchy and the great-grandson of the nineteenth century publisher James McClatchy. He spent much of his free time working to improve conditions in the Central Valley through an organization called Valley Vision and also helping children of immigrants from Central Valley learn English.McClatchy began his career as a copy boy at the age of 19 for The Fresno Bee. In 1947, he served as the general assignment and education reporter for The Sacramento Bee. Here he focused his works on oppressive working conditions for migrant workers, military operations in the Pacific, and the initiative to make Hawaii become a state. McClatchy eventually worked his way up to owning and operating a number of small newspapers in California. He retired in 2005. He served as president of the Inter American Press Association (1991–1992).McClatchy died at the age of 85 on 26 May 2006 at his home in Carmichael, California, from an infection after a recent operation.

",https://en.wikipedia.org/wiki/James_B._McClatchy
Alan Riding,"Alan Riding (born 8 December 1943, Rio de Janeiro, Brazil) is a British author and journalist. He was a long-time foreign correspondent for The New York Times, most recently as the paper's European Cultural Correspondent based in Paris. His latest book is And The Show Went On: Cultural Life in Nazi-Occupied Paris.

",https://en.wikipedia.org/wiki/Alan_Riding
María Teresa Ronderos,"María Teresa Ronderos is a Colombian journalist best known for her work on the magazine, ""Semana"".

",https://en.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Ronderos
Tyler Bridges,"Tyler Bridges is an American reporter for The Advocate/The Times-Picayune who has contributed to The Washington Post, Politico, and other publications. He was previously a reporter for The Lens (a non-profit digital newsroom based in New Orleans), The Miami Herald, and The Times-Picayune.  Bridges has reported on New Orleans and Louisiana politics as well as on Latin American affairs.",https://en.wikipedia.org/wiki/Tyler_Bridges
Alfredo Corchado,"Alfredo Corchado Jiménez is a Mexican-American journalist and author who has covered Mexico for many years, and is currently the Mexico City bureau chief of The Dallas Morning News. He specializes in covering the drug wars and the U.S.-Mexico border, writing stories on topics such as drug cartels and organized crime, corruption among police and government officials, and the spread of drug cartels into U.S. cities.
The Nieman Foundation for Journalism has noted that he has “described mass shootouts that no one else writes about, obtained and described videos of revenge executions, and revealed how the few arrested for the mass murder of women in Juárez are often innocent stooges.”  Howard Campbell, author of Drug War Zone, has called Corchado “the top American journalist covering Mexico today” whose “knowledge of the Mexican political system, the drug trade, and modern Mexican society is non-pareil.”  Corchado currently lives between El Paso and Mexico City but calls the border home.",https://en.wikipedia.org/wiki/Alfredo_Corchado
Alfonso López Michelsen,"Alfonso López Michelsen (30 June 1913 – 11 July 2007) was a Colombian politician and lawyer who served as the 24th President of Colombia from 1974 to 1978. He was nicknamed ""El Pollo"" (The Chicken), a popular Colombian idiom for people with precocious careers.",https://en.wikipedia.org/wiki/Alfonso_L%C3%B3pez_Michelsen
Sam Quinones,"The surname Quinones is of Spanish language origin. In Spanish, it is spelled Quiñones.Sam Quinones ( kee-NYOH-nayss;) is an American journalist from Los Angeles, California. He is best known for his reporting in Mexico and on Mexicans in the United States, and for his chronicling of the opioid crisis in America through his 2015 book Dreamland, followed by, in 2021, his book, The Least of Us. He has been a reporter for 35 years. He is now a freelance journalist. Prior to that he was a reporter for the Los Angeles Times from 2004 to 2014.

",https://en.wikipedia.org/wiki/Sam_Quinones
Ginger Thompson,"Ginger Thompson is an American journalist and a senior reporter at ProPublica. A 2001 Pulitzer Prize Winner in National Reporting and finalist for the National Magazine Award, she spent 15 years at The New York Times, including time as a Washington correspondent and as an investigative reporter whose stories revealed Washington’s secret, sometimes tragic, role in Mexico’s fight against drug traffickers. 
Thompson served as the Mexico City Bureau Chief for both The Times and The Baltimore Sun, and, for her work in the region, she was a finalist for the Pulitzer’s Gold Medal for Public Service and the winner of the Maria Moors Cabot Prize, the Selden Ring Award for investigative reporting, an InterAmerican Press Association Award, and an Overseas Press Club Award.
Prior to going to Mexico City for The Times, Thompson was part of a team of national reporters there that was awarded a 2000 Pulitzer Prize for the series ""How Race is Lived in America"".

",https://en.wikipedia.org/wiki/Ginger_Thompson
S. Lynne Walker,"S. Lynne Walker is an American journalist who was the longtime Mexico City bureau chief for Copley News Service.

",https://en.wikipedia.org/wiki/S._Lynne_Walker
Passi de Preposulo,"The Passi de Preposulo family is an ancient Italian noble family originally from Bergamo, Lombardy.",https://en.wikipedia.org/wiki/Passi_de_Preposulo
David Vela,"Raymond David Vela is a parks administrator who is the former acting director of the United States National Park Service.

",https://en.wikipedia.org/wiki/David_Vela
Enrique Zileri,"Enrique Zileri Gibson (4 June 1931 – 24 August 2014) was the publisher of Caretas (Masks), Peru's leading newsmagazine, which was cofounded by his mother Doris Gibson. He ran the magazine as ""a symbol of resistance"" against successive Peruvian dictators and their censors. He won many international honours, including the Maria Moors Cabot Prize (1975), but was twice deported by his own government, and the magazine was shut down at least eight times. The Peruvian Nobel laureate Mario Vargas Llosa called him an ""indefatigable defender of freedom and democracy"" who ""could never be bribed or intimidated"".

",https://en.wikipedia.org/wiki/Enrique_Zileri
Anthony F. DePalma,"Anthony F. DePalma (October 12, 1904 – April 6, 2005) was an orthopedic surgeon and professor at Thomas Jefferson University, as well as the founder of the orthopedic department at University of Medicine and Dentistry of New Jersey. DePalma was a commander in the US Navy during World War II, an author of numerous medical manuscripts and textbooks, and the creator and first editor-in-chief of the medical journal Clinical Orthopaedics and Related Research.",https://en.wikipedia.org/wiki/Anthony_F._DePalma
John Oliver La Gorce,"John Oliver La Gorce (1880–1959) was an American writer and explorer known for his work in the National Geographic Society. He served as Associate Editor of the Society from 1905 to 1922, Vice President from 1922 to 1954, and President from 1954 to 1957, before retiring at the age of 77.

",https://en.wikipedia.org/wiki/John_Oliver_La_Gorce
Marcel Niedergang,"Marcel Niedergang (1922-2001) was a French journalist and non-fiction author.

",https://en.wikipedia.org/wiki/Marcel_Niedergang
Sebastian Rotella,"Sebastian Rotella is an American foreign correspondent, investigative journalist, and novelist.

",https://en.wikipedia.org/wiki/Sebastian_Rotella
Arturo Schaerer,"Arturo Oscar Schaerer Heisecke (October 7, 1907 - December 17, 1979) was a Paraguayan businessman, publisher and journalist. He was the son of the 25. President of Paraguay, Eduardo Schaerer and grandson of Swiss colonizer Santiago Schaerer.

",https://en.wikipedia.org/wiki/Arturo_Schaerer
Bolivian Civic Action,"The Bolivian Civic Action (Spanish: Acción Cívica Boliviana, ACB) was a small conservative political party in Bolivia.
The Bolivian Civic Action was founded in 1951
under the patronage of Carlos Víctor Aramayo, proprietor of a powerful mining company and of the newspaper La Razón.In the 1951 elections the ACB's presidential candidate was Guillermo Gutiérrez Vea Murguía; he polled 6,654 votes (05.28%) in the election.In the 1964 elections the ACB's polled barely 7 votes.In the 1970s the Bolivian Civic Action went out of existence.

",https://en.wikipedia.org/wiki/Bolivian_Civic_Action
Linda Thorson,"Linda Thorson (born Linda Robinson; June 18, 1947) is a Canadian actress, known for playing Tara King on The Avengers (1968–69).",https://en.wikipedia.org/wiki/Linda_Thorson
Archibald Steele,"Archibald Trojan Steele (25 June 1903 Toronto, Ontario  - 26 February 1992 Sedona, Arizona) was an American foreign or war correspondent for United Press, The New York Times, the Chicago Daily News and the New York Herald Tribune. He covered China, Southeast Asia, the Middle East, and Africa from the early 1930s until his retirement in 1960. He then published several books, and is known for filing reports of the Nanjing Massacre in 1937 that first informed the world of the activities of the Japanese Army.
In 1950 Steele was co-winner of a George Polk award, given by Long Island University, for reporting on China for The New York Herald Tribune. In 1955 he won a Maria Moors Cabot medal, given by Columbia University, for articles in The Herald Tribune about a journey with his wife from Alaska to Chile. In 1966, he was named by Secretary of State Dean Rusk to a panel of nineteen experts to advise on US policy on China Steele recalled that ""When I returned from the Orient I would usually take refuge in Boise, Idaho, capital of the potato state. Usually the State Department didn't even know that I was in the country. I was never sought out when I returned from China."" Steven W. Mosher's book, China Misperceived  included Steele in his criticisms of the China Hands, the diplomats and journalists who were held responsible for the loss of China.
In response to these and other comments, the journalist Harrison Salisbury wrote in 1991 that Steele deserved ""a special place in the journalist's Hall of Fame.""",https://en.wikipedia.org/wiki/Archibald_Steele
